Timestamp,Location,Branch Name,Category,Gender,Brand,Size,Available Stock,Sold Stock,Total Items,Target,Price,Restock Needed,Season Month
2024-05-10 10:37:43,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Biba,L,46,5,51,7,4047,0,May
2024-05-19 20:12:49,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Biba,XL,91,48,139,68,7451,0,May
2024-05-16 18:41:17,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Biba,XXL,100,28,128,38,7410,0,May
2024-05-26 13:57:50,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Global Desi,XS,17,46,63,66,3028,49,May
2024-05-28 20:21:10,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Global Desi,S,71,28,99,38,2926,0,May
2024-05-06 14:12:33,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Global Desi,M,18,13,31,18,609,0,May
2024-05-10 10:26:46,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Global Desi,L,19,14,33,19,7651,0,May
2024-05-16 19:29:55,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Global Desi,XL,20,7,27,9,7878,0,May
2024-05-08 13:34:21,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Dresses,Women,Global Desi,XXL,73,35,108,55,7925,0,May
2024-10-09 11:40:09,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Max,XS,31,22,53,32,5359,1,October
2024-10-07 18:21:14,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Max,S,97,35,132,55,7282,0,October
2024-10-09 13:07:40,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Max,M,38,14,52,19,5850,0,October
2024-10-11 11:34:57,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Max,L,47,22,69,32,1803,0,October
2024-10-28 17:29:01,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Max,XL,90,21,111,31,883,0,October
2024-10-20 16:14:43,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Max,XXL,78,37,115,57,7175,0,October
2024-10-12 16:51:09,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Biba,XS,79,42,121,62,4094,0,October
2024-10-05 16:37:54,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Biba,S,58,20,78,30,484,0,October
2024-10-15 16:07:04,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Biba,M,87,24,111,34,472,0,October
2024-10-06 12:22:25,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Biba,L,18,5,23,7,6561,0,October
2024-10-13 17:47:33,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Biba,XL,96,36,132,56,1159,0,October
2024-10-26 14:42:07,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Biba,XXL,35,25,60,35,5031,0,October
2024-10-20 16:43:11,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Aurelia,XS,30,22,52,32,4854,2,October
2024-10-17 10:44:20,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Aurelia,S,45,26,71,36,7324,0,October
2024-10-27 11:35:42,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Aurelia,M,31,31,62,51,581,20,October
2024-10-19 14:46:33,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Aurelia,L,36,31,67,51,4511,15,October
2024-10-09 17:45:49,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Aurelia,XL,67,16,83,21,7184,0,October
2024-10-10 13:49:01,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Kurtis,Women,Aurelia,XXL,58,14,72,19,2123,0,October
2024-10-06 12:53:00,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Max,XS,17,35,52,55,4024,38,October
2024-10-10 20:40:00,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Max,S,86,29,115,39,1109,0,October
2024-10-10 18:17:29,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Max,M,37,22,59,32,1022,0,October
2024-10-25 14:40:50,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Max,L,60,5,65,7,2585,0,October
2024-10-10 15:51:55,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Max,XL,74,16,90,21,7151,0,October
2024-10-25 12:01:34,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Max,XXL,98,33,131,53,6969,0,October
2024-10-25 16:28:42,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Avassa,XS,69,16,85,21,2090,0,October
2024-10-06 17:41:28,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Avassa,S,58,14,72,19,4477,0,October
2024-10-19 11:48:10,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Avassa,M,58,20,78,30,4065,0,October
2024-10-12 11:25:56,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Avassa,L,76,47,123,67,807,0,October
2024-10-09 12:38:31,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Avassa,XL,59,50,109,75,7083,16,October
2024-10-23 13:09:31,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Sarees,Women,Avassa,XXL,49,22,71,32,6172,0,October
2024-01-25 12:48:44,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Max,XS,80,31,111,51,5472,0,January
2024-01-06 17:04:27,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Max,S,56,48,104,68,3693,12,January
2024-01-14 19:45:10,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Max,M,50,49,99,69,911,19,January
2024-01-23 15:59:06,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Max,L,37,27,64,37,6887,0,January
2024-01-08 16:27:36,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Max,XL,11,44,55,64,7451,53,January
2024-01-09 20:22:03,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Max,XXL,74,29,103,39,490,0,January
2024-01-04 16:01:18,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Woodland,XS,83,8,91,10,5428,0,January
2024-01-28 18:39:21,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Woodland,S,69,44,113,64,2185,0,January
2024-01-25 10:52:42,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Woodland,M,49,20,69,30,5012,0,January
2024-01-20 20:57:50,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Woodland,L,69,23,92,33,1867,0,January
2024-01-08 13:53:36,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Woodland,XL,62,21,83,31,3048,0,January
2024-01-19 18:41:11,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,Woodland,XXL,15,27,42,37,7092,22,January
2024-01-06 11:36:24,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,XS,51,31,82,51,920,0,January
2024-01-06 17:23:05,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,S,44,31,75,51,715,7,January
2024-01-16 17:33:25,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,M,42,30,72,50,6565,8,January
2024-01-28 16:22:25,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,L,55,13,68,18,7076,0,January
2024-01-27 19:34:13,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,XL,11,33,44,53,4832,42,January
2024-01-27 18:50:26,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Jackets,Men,U.S. Polo Assn.,XXL,87,35,122,55,2870,0,January
2024-10-28 11:37:32,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,XS,66,13,79,18,4991,0,October
2024-10-18 16:26:49,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,S,83,6,89,8,4615,0,October
2024-04-08 14:55:13,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,M,89,45,134,65,6416,0,April
2024-03-06 19:59:43,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,L,25,38,63,58,1322,33,March
2024-02-01 18:07:39,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,XL,17,20,37,30,1790,13,February
2024-06-23 12:57:13,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Max,XXL,70,18,88,23,6656,0,June
2024-07-04 14:59:06,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,XS,24,24,48,34,6251,10,July
2024-09-19 19:45:56,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,S,54,45,99,65,6951,11,September
2024-06-06 15:41:58,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,M,35,34,69,54,1489,19,June
2024-06-20 12:19:47,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,L,43,41,84,61,7581,18,June
2024-11-20 13:02:01,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,XL,71,46,117,66,4696,0,November
2024-09-07 17:52:39,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Nike,XXL,47,5,52,7,6894,0,September
2024-12-07 11:38:51,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,XS,34,48,82,68,582,34,December
2024-01-13 12:42:29,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,S,58,23,81,33,6162,0,January
2024-05-28 19:20:39,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,M,43,27,70,37,4500,0,May
2024-04-24 20:09:49,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,L,98,11,109,16,2223,0,April
2024-05-09 19:55:43,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,XL,91,41,132,61,3900,0,May
2024-01-24 19:46:18,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Activewear,Men,Adidas,XXL,20,37,57,57,1032,37,January
2024-10-08 17:16:46,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,XS,28,29,57,39,4829,11,October
2024-10-05 16:58:37,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,S,51,13,64,18,5731,0,October
2024-10-13 18:08:36,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,M,89,12,101,17,4805,0,October
2024-10-17 17:15:05,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,L,100,20,120,30,5542,0,October
2024-10-25 10:14:45,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,XL,40,11,51,16,2530,0,October
2024-10-25 19:37:36,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Max,XXL,30,46,76,66,5133,36,October
2024-10-12 13:53:08,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,XS,32,24,56,34,2015,2,October
2024-10-21 13:57:47,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,S,65,5,70,7,1564,0,October
2024-10-27 19:08:33,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,M,76,36,112,56,2446,0,October
2024-10-18 14:37:11,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,L,100,27,127,37,7923,0,October
2024-10-09 14:42:04,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,XL,52,44,96,64,7119,12,October
2024-10-20 18:49:48,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Aurelia,XXL,85,16,101,21,4140,0,October
2024-10-18 14:34:53,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,XS,44,17,61,22,4423,0,October
2024-10-19 10:43:03,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,S,85,23,108,33,2669,0,October
2024-10-07 20:01:29,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,M,19,50,69,75,5045,56,October
2024-10-16 19:04:17,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,L,72,19,91,24,3656,0,October
2024-10-07 15:28:56,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,XL,89,43,132,63,3852,0,October
2024-10-27 14:42:30,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Ethnic Wear,Women,Biba,XXL,79,30,109,50,533,0,October
2024-08-15 16:44:26,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,XS,100,39,139,59,5419,0,August
2024-08-16 20:24:44,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,S,89,31,120,51,3736,0,August
2024-08-15 20:19:34,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,M,10,48,58,68,4311,58,August
2024-08-04 18:54:49,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,L,45,42,87,62,4102,17,August
2024-08-20 16:22:18,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,XL,35,47,82,67,5667,32,August
2024-08-10 10:00:12,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Max,XXL,79,12,91,17,3259,0,August
2024-08-01 18:06:10,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,XS,72,50,122,75,5205,3,August
2024-08-20 20:23:34,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,S,45,47,92,67,6072,22,August
2024-08-13 16:38:14,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,M,50,9,59,11,3334,0,August
2024-08-23 10:27:17,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,L,24,26,50,36,3039,12,August
2024-08-24 17:59:24,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,XL,75,47,122,67,7895,0,August
2024-08-27 16:04:45,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Van Heusen,XXL,85,17,102,22,5533,0,August
2024-08-28 11:53:52,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,XS,100,46,146,66,6287,0,August
2024-08-12 16:16:02,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,S,21,45,66,65,6154,44,August
2024-08-14 13:17:45,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,M,88,26,114,36,440,0,August
2024-08-08 15:58:34,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,L,57,44,101,64,5585,7,August
2024-08-01 10:02:39,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,XL,59,45,104,65,4625,6,August
2024-08-04 11:37:29,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Trousers,Men,Peter England,XXL,62,41,103,61,1932,0,August
2024-01-08 14:11:23,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,XS,33,6,39,8,6238,0,January
2024-01-02 20:20:03,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,S,77,10,87,15,3687,0,January
2024-01-15 17:50:45,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,M,52,17,69,22,6362,0,January
2024-01-02 20:36:22,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,L,39,37,76,57,1208,18,January
2024-01-26 11:03:18,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,XL,91,46,137,66,2538,0,January
2024-01-04 17:05:39,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Max,XXL,60,15,75,20,1881,0,January
2024-01-11 14:51:28,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Raymond,XS,96,8,104,10,7687,0,January
2024-01-22 15:36:12,"T. Nagar, Chennai","Max Showroom - T. Nagar, Chennai",Blazers,Men,Raymond,S,39,32,71,52,1362,13,January
